1996_0 )_1 :_1	310796	72464	1637	2009	1112396583140	0.0668488
fatwa_0 ,_1 or_1	680	627	1926	2009	1112431814151	0.409639
fatwa_0 (_1 religious_1	546	482	1937	2009	1112439779513	0.328916
fatwa_0 issued_1 by_1	434	388	1950	2009	1112449972036	0.261446
see_0 that_1 the_1	2814374	1170057	1505	2009	1112396532300	0.471541
see_0 Fig_1 ._1	1926426	171318	1713	2009	1112396534292	0.322767
See_0 ,_1 for_1	1227665	312897	1545	2009	1112396538586	0.205692
Declaration_0 of_1 Independence_1	941620	274079	1607	2009	1112396542396	0.558664
declaration_0 of_1 war_1	452647	182382	1563	2009	1112396562819	0.268556
declaration_0 of_1 the_1	291218	172319	1500	2009	1112396587665	0.17278
{"error":{"code":15,"message":"invalid query: no closing quote"}}
even_0 in_1 the_1	4029691	1552885	1500	2009	1112396531180	0.445821
even_0 though_1 the_1	2757314	1086927	1500	2009	1112396532376	0.305053
even_0 if_1 the_1	2251800	991569	1582	2009	1112396533324	0.249126
stretched_0 out_1 on_1	208975	145135	1744	2009	1112396617399	0.426432
stretched_0 out_1 his_1	174533	119531	1663	2009	1112396638517	0.35615
stretched_0 across_1 the_1	106547	93193	1770	2009	1112396724933	0.217418
thin_0 layer_1 of_1	320136	177127	1713	2009	1112396581213	0.509512
thin_0 ,_1 and_1	221089	170941	1653	2009	1112396611601	0.351874
thin_0 film_1 of_1	87094	57342	1785	2009	1112396776733	0.138614
reluctant_0 to_1 accept_1	63072	57529	1731	2009	1112396887287	0.342691
reluctant_0 to_1 give_1	60709	56769	1666	2009	1112396902998	0.329852
reluctant_0 to_1 leave_1	60268	55219	1771	2009	1112396906063	0.327456
limited_0 to_1 the_1	1519339	714311	1500	2009	1112396536316	0.487536
limited_0 number_1 of_1	831165	480063	1600	2009	1112396544724	0.26671
limited_0 by_1 the_1	765859	429116	1582	2009	1112396546425	0.245754
extremely_0 difficult_1 to_1	435922	318194	1666	2009	1112396564451	0.65225
extremely_0 important_1 to_1	117681	96167	1796	2009	1112396703651	0.176081
extremely_0 difficult_1 ._1	114733	101615	1673	2009	1112396708915	0.17167
mandate_0 of_1 the_1	84517	60890	1582	2009	1112396785388	0.606043
mandate_0 from_1 the_1	33098	28126	1582	2009	1112397259553	0.237335
mandate_0 ,_1 the_1	21842	18520	1680	2009	1112397672149	0.156622
involve_0 the_1 use_1	89710	73666	1582	2009	1112396768395	0.489526
involve_0 more_1 than_1	51991	46870	1810	2009	1112396973383	0.283702
involve_0 themselves_1 in_1	41558	36777	1699	2009	1112397098446	0.226772
sharing_0 these_1 works_1	167413	165140	1770	2009	1112396644042	0.431786
sharing_0 in_1 the_1	134445	108794	1607	2009	1112396678512	0.346756
sharing_0 the_1 same_1	85864	75515	1739	2009	1112396780869	0.221458
civilian_0 and_1 military_1	92569	55060	1777	2009	1112396759753	0.417254
Civilian_0 Conservation_1 Corps_1	80169	32738	1777	2009	1112396801603	0.361361
civilian_0 labor_1 force_1	49115	13192	1900	2009	1112397002373	0.221385
law_0 ,_1 and_1	2218785	768664	1500	2009	1112396533396	0.416402
law_0 of_1 the_1	2010138	594425	1500	2009	1112396533979	0.377245
law_0 ,_1 the_1	1099548	485979	1572	2009	1112396540006	0.206353
enforcement_0 of_1 the_1	495220	203150	1545	2009	1112396559186	0.782509
enforcement_0 of_1 a_1	79022	41290	1800	2009	1112396806168	0.124865
enforcement_0 ,_1 and_1	58620	45064	1801	2009	1112396917850	0.0926268
willingness_0 of_1 the_1	125609	101895	1590	2009	1112396690805	0.379076
willingness_0 to_1 accept_1	110532	92943	1776	2009	1112396716795	0.333575
willingness_0 to_1 pay_1	95215	38704	1778	2009	1112396752266	0.28735
action_0 of_1 the_1	3400595	868319	1563	2009	1112396531648	0.624564
action_0 ,_1 and_1	1260557	663012	1572	2009	1112396538273	0.231518
action_0 on_1 the_1	783602	375560	1608	2009	1112396545918	0.143919
against_0 the_1 wall_1	1378540	553371	1592	2009	1112396537350	0.352064
against_0 him_1 ._1	1351574	629380	1500	2009	1112396537545	0.345177
against_0 him_1 ,_1	1185478	521662	1563	2009	1112396539014	0.302758
drug_0 use_1 ,_1	154859	62203	1910	2009	1112396655339	0.379937
drug_0 use_1 ._1	133785	47140	1920	2009	1112396679358	0.328233
drug_0 abuse_1 ,_1	118947	64212	1893	2009	1112396701463	0.291829
warehouses_0 ,_1 and_1	55431	46070	1600	2009	1112396942841	0.719127
warehouses_0 of_1 the_1	12001	10873	1778	2009	1112398674608	0.155693
warehouses_0 in_1 the_1	9649	8403	1803	2009	1112399213798	0.12518
heroin_0 ,_1 and_1	20662	14617	1840	2009	1112397741898	0.468112
heroin_0 and_1 cocaine_1	14440	8547	1914	2009	1112398299995	0.327148
heroin_0 ,_1 cocaine_1	9037	6736	1904	2009	1112399399134	0.20474
Laboratories_0 ,_1 Inc._1	111378	33761	1889	2009	1112396715205	0.527643
laboratories_0 ,_1 and_1	64521	50172	1804	2009	1112396878221	0.305662
laboratories_0 of_1 the_1	35187	27147	1801	2009	1112397212080	0.166695
United_0 States_1 ,_1	16523341	1455165	1584	2009	1112396529788	0.481472
United_0 States_1 ._1	12439266	1462188	1500	2009	1112396529884	0.362467
United_0 States_1 and_1	5355755	985608	1545	2009	1112396530605	0.156061
States_0 of_1 America_1	2869086	1625575	1545	2009	1112396532216	0.462337
States_0 ,_1 and_1	2212532	642218	1582	2009	1112396533408	0.356537
States_0 ,_1 the_1	1123995	481497	1643	2009	1112396539707	0.181126
Institute_0 of_1 Technology_1	889413	278445	1702	2009	1112396543402	0.714443
Institute_0 for_1 the_1	189080	93037	1731	2009	1112396628587	0.151883
Institute_0 of_1 Mental_1	166411	56334	1893	2009	1112396644870	0.133674
peace_0 ,_1 and_1	968341	471214	1559	2009	1112396541919	0.507517
peace_0 of_1 mind_1	491222	314445	1598	2009	1112396559459	0.257454
peace_0 ._1 "_1	448436	288417	1563	2009	1112396563229	0.235029
{"error":{"code":15,"message":"invalid query: no closing quote"}}
rule_0 of_1 the_1	732523	366528	1545	2009	1112396547445	0.373905
rule_0 ,_1 the_1	641349	360825	1559	2009	1112396550753	0.327367
rule_0 of_1 law_1	585241	151460	1666	2009	1112396553462	0.298728
law_0 ,_1 and_1	2218785	768664	1500	2009	1112396533396	0.416402
law_0 of_1 the_1	2010138	594425	1500	2009	1112396533979	0.377245
law_0 ,_1 the_1	1099548	485979	1572	2009	1112396540006	0.206353
predator_0 -_1 prey_1	33779	10279	1927	2009	1112397243425	0.616079
predator_0 and_1 prey_1	14763	8423	1886	2009	1112398259807	0.269255
predator_0 ,_1 the_1	6287	5329	1929	2009	1112400672588	0.114666
Options_0 dialog_1 box_1	157914	10030	1967	2009	1112396652377	0.405335
options_0 ,_1 and_1	128365	89898	1600	2009	1112396686788	0.329488
options_0 in_1 the_1	103310	50811	1600	2009	1112396732058	0.265177
own_0 ,_1 and_1	1287427	762710	1563	2009	1112396538027	0.507965
own_0 way_1 ._1	625930	451842	1579	2009	1112396551439	0.246966
own_0 ._1 "_1	621123	417783	1582	2009	1112396551635	0.245069
imposing_0 on_1 the_1	23462	21800	1643	2009	1112397588163	0.395289
imposing_0 a_1 tax_1	19260	12719	1769	2009	1112397835903	0.324494
imposing_0 upon_1 the_1	16632	15272	1706	2009	1112398055449	0.280217
procedures_0 ,_1 and_1	376780	207432	1604	2009	1112396571653	0.561194
procedures_0 for_1 the_1	165867	106467	1777	2009	1112396645321	0.24705
procedures_0 of_1 the_1	128743	91475	1705	2009	1112396686276	0.191756
FISA_0 )_1 ,_1	1274	875	1973	2009	1112416115804	0.580675
FISA_0 ,_1 50_1	481	45	1978	2009	1112445115909	0.219234
FISA_0 )_1 ._1	439	361	1978	2009	1112449375866	0.200091
material_0 ,_1 and_1	642985	410989	1600	2009	1112396550691	0.403711
material_0 in_1 the_1	573638	337018	1500	2009	1112396554109	0.36017
material_0 for_1 the_1	376062	274809	1590	2009	1112396571752	0.236118
director_0 of_1 the_1	2223891	641755	1591	2009	1112396533381	0.662871
Director_0 of_1 the_1	974251	378895	1563	2009	1112396541832	0.290393
director_0 ,_1 and_1	156795	107697	1637	2009	1112396653424	0.0467356
supervised_0 by_1 the_1	95979	74561	1777	2009	1112396750185	0.589584
supervised_0 by_1 a_1	52364	44373	1821	2009	1112396969852	0.321664
supervised_0 the_1 construction_1	14448	12251	1760	2009	1112398299022	0.0887518
deputy_0 director_1 of_1	56353	32718	1807	2009	1112396935270	0.356392
Deputy_0 Chief_1 of_1	55197	21440	1777	2009	1112396944840	0.349081
deputy_0 to_1 the_1	46571	25557	1563	2009	1112397031058	0.294528
fire_0 ,_1 and_1	1419644	642983	1559	2009	1112396537023	0.600599
fire_0 in_1 the_1	564309	378529	1590	2009	1112396554611	0.238738
fire_0 ._1 "_1	379762	262347	1579	2009	1112396571236	0.160663
safety_0 of_1 the_1	768756	432915	1582	2009	1112396546326	0.529751
safety_0 ,_1 and_1	414984	275273	1563	2009	1112396566761	0.285966
Safety_0 and_1 Health_1	267424	51162	1856	2009	1112396594300	0.184282
directors_0 of_1 the_1	429105	201660	1666	2009	1112396565175	0.563472
Directors_0 of_1 the_1	166225	84689	1607	2009	1112396645034	0.218276
directors_0 ,_1 and_1	166207	96599	1600	2009	1112396645048	0.218252
duty_0 of_1 the_1	1070315	386311	1582	2009	1112396540405	0.550553
duty_0 ,_1 and_1	611520	353365	1563	2009	1112396552074	0.314556
duty_0 to_1 the_1	262237	169426	1579	2009	1112396595865	0.134891
command_0 of_1 the_1	1979863	558510	1563	2009	1112396534083	0.726009
command_0 ,_1 and_1	443658	259404	1563	2009	1112396563652	0.162688
command_0 of_1 a_1	303531	178802	1563	2009	1112396584698	0.111304
station_0 ,_1 and_1	401347	268622	1600	2009	1112396568393	0.499518
station_0 in_1 the_1	203100	154309	1663	2009	1112396620504	0.252779
station_0 on_1 the_1	199022	135721	1760	2009	1112396622644	0.247703
lobby_0 of_1 the_1	137141	100671	1668	2009	1112396675138	0.668775
lobby_0 ,_1 and_1	46490	38307	1667	2009	1112397032084	0.226711
lobby_0 ,_1 the_1	21432	19139	1796	2009	1112397695575	0.104514
tower_0 ,_1 and_1	147068	101154	1563	2009	1112396663385	0.3437
Tower_0 of_1 London_1	144899	69890	1545	2009	1112396665766	0.338631
tower_0 of_1 the_1	135930	94463	1637	2009	1112396676611	0.31767
4_0 )_1 ._1	2617154	671320	1500	2009	1112396532594	0.435958
4_0 )_1 ,_1	2113716	503301	1584	2009	1112396533685	0.352097
4_0 ,_1 5_1	1272349	531391	1505	2009	1112396538176	0.211944
2002_0 )_1 ._1	2513438	147989	1801	2009	1112396532794	0.75745
2002_0 )_1 ,_1	618712	120981	1853	2009	1112396551756	0.186455
2002_0 )_1 :_1	186138	41693	1743	2009	1112396630506	0.0560946
a_0 number_1 of_1	26073331	2383568	1500	2009	1112396529718	0.503127
a_0 series_1 of_1	13035882	2192772	1500	2009	1112396529862	0.251548
a_0 lot_1 of_1	12713339	1567791	1637	2009	1112396529873	0.245324
spiritual_0 life_1 ._1	170869	98497	1584	2009	1112396641299	0.366773
spiritual_0 ,_1 and_1	149477	100114	1584	2009	1112396660757	0.320855
spiritual_0 life_1 ,_1	145525	83154	1584	2009	1112396665075	0.312372
especially_0 in_1 the_1	3010227	1161886	1500	2009	1112396532039	0.731008
especially_0 if_1 the_1	581914	360978	1572	2009	1112396553647	0.141313
especially_0 when_1 the_1	525774	377429	1572	2009	1112396556985	0.12768
Islamic_0 Republic_1 of_1	40416	11107	1936	2009	1112397116195	0.394842
Islamic_0 world_1 ._1	32938	16646	1860	2009	1112397263390	0.321786
Islamic_0 world_1 ,_1	29006	15682	1847	2009	1112397372291	0.283372
group_0 ,_1 and_1	886676	494984	1607	2009	1112396543452	0.365938
group_0 of_1 people_1	800445	452345	1500	2009	1112396545501	0.33035
group_0 ,_1 the_1	735902	429628	1607	2009	1112396547336	0.303712
blind_0 to_1 the_1	228383	184626	1590	2009	1112396608313	0.469991
blind_0 ,_1 and_1	190630	146330	1584	2009	1112396627590	0.392298
blind_0 ._1 "_1	66918	58228	1596	2009	1112396863980	0.137711
Sheikh_0 of_1 the_1	4529	1758	1819	2009	1112402275237	0.36056
sheikh_0 of_1 the_1	4368	2474	1826	2009	1112402485548	0.347743
Sheikh_0 Mujibur_1 Rahman_1	3664	1082	1959	2009	1112403612157	0.291697
Omar_0 Khayyam_1 ,_1	20723	14193	1809	2009	1112397738145	0.521189
Omar_0 Khayyam_1 ._1	10506	7818	1831	2009	1112398989333	0.264229
Omar_0 Bradley_1 ,_1	8532	5982	1942	2009	1112399572029	0.214582
Abdel_0 Nasser_1 ,_1	7713	5151	1838	2009	1112399900365	0.499708
Abdel_0 -_1 Rahman_1	4371	1972	1877	2009	1112402480541	0.283188
Abdel_0 -_1 Malek_1	3351	1291	1814	2009	1112404260488	0.217104
Rahman_0 al_1 -_1	7981	3265	1893	2009	1112399785494	0.505511
Rahman_0 ,_1 the_1	4439	3222	1841	2009	1112402390636	0.281163
Rahman_0 ,_1 and_1	3368	2578	1828	2009	1112404222681	0.213327
{"error":{"code":15,"message":"invalid query: no closing quote"}}
{"error":{"code":15,"message":"invalid query: no closing quote"}}
American_0 Journal_1 of_1	2091719	308889	1572	2009	1112396533741	0.577264
American_0 Academy_1 of_1	788460	209165	1666	2009	1112396545800	0.217596
American_0 Medical_1 Association_1	743328	160808	1748	2009	1112396547103	0.20514
getting_0 out_1 of_1	539363	384612	1621	2009	1112396556109	0.412434
getting_0 ready_1 to_1	389273	255810	1663	2009	1112396569952	0.297665
getting_0 rid_1 of_1	379120	289545	1582	2009	1112396571318	0.289901
identifications_0 of_1 the_1	12824	11167	1616	2009	1112398531989	0.449886
identifications_0 ,_1 and_1	9215	7912	1852	2009	1112399342701	0.323277
identifications_0 with_1 the_1	6466	4784	1880	2009	1112400557405	0.226837
hijackers_0 ,_1 and_1	1294	1176	1923	2009	1112415835311	0.453717
hijackers_0 of_1 the_1	869	744	1933	2009	1112424602388	0.304698
hijackers_0 ,_1 who_1	689	575	1919	2009	1112431388468	0.241585
Ong_0 ,_1 Walter_1	9611	6970	1673	2009	1112399224385	0.575957
Ong_0 ,_1 "_1	3584	2402	1870	2009	1112403767656	0.214778
Ong_0 ,_1 Aihwa_1	3492	2347	1983	2009	1112403954414	0.209265
Sweeney_0 ,_1 "_1	8252	4937	1838	2009	1112399676891	0.413075
Sweeney_0 ,_1 and_1	6171	4847	1825	2009	1112400750370	0.308905
Sweeney_0 Todd_1 ,_1	5554	2209	1849	2009	1112401220074	0.27802
passed_0 through_1 the_1	1303469	688303	1500	2009	1112396537903	0.491218
passed_0 ,_1 and_1	683398	433799	1559	2009	1112396549112	0.257541
passed_0 by_1 the_1	666680	354996	1586	2009	1112396549740	0.251241
seat_0 of_1 the_1	839139	437364	1545	2009	1112396544519	0.451207
seat_0 in_1 the_1	629065	375139	1592	2009	1112396551316	0.33825
seat_0 ,_1 and_1	391561	268110	1559	2009	1112396569633	0.210543
gained_0 by_1 the_1	214653	166401	1596	2009	1112396614620	0.413287
gained_0 from_1 the_1	176371	150293	1586	2009	1112396637171	0.33958
gained_0 in_1 the_1	128356	113146	1648	2009	1112396686798	0.247133
unauthorized_0 use_1 of_1	40211	21195	1766	2009	1112397119467	0.46403
unauthorized_0 access_1 to_1	25631	11725	1859	2009	1112397492457	0.295779
unauthorized_0 practice_1 of_1	20814	4235	1822	2009	1112397732655	0.240191
access_0 to_1 the_1	3074216	1029314	1559	2009	1112396531975	0.781617
access_0 to_1 a_1	640711	355354	1600	2009	1112396550788	0.1629
access_0 to_1 information_1	218224	113019	1673	2009	1112396612898	0.0554832
cockpit_0 of_1 the_1	15358	11983	1811	2009	1112398189352	0.385366
cockpit_0 ,_1 and_1	14183	10621	1624	2009	1112398333281	0.355883
cockpit_0 of_1 a_1	10312	8899	1816	2009	1112399037252	0.258751
23_0 )_1 ._1	630160	279555	1584	2009	1112396551256	0.417974
23_0 ,_1 24_1	611440	323277	1572	2009	1112396552080	0.405558
23_0 ,_1 25_1	266053	174724	1582	2009	1112396594698	0.176468
2004_0 )_1 ._1	1855561	109824	1675	2009	1112396534590	0.766192
2004_0 )_1 ,_1	440976	86132	1859	2009	1112396563922	0.182086
2004_0 )_1 :_1	125260	29165	1799	2009	1112396691333	0.0517219
FDNY_0 )_1 ,_1	192	124	1996	2009	1112508461512	0.474074
FDNY_0 and_1 NYPD_1	116	77	2002	2009	1112571788223	0.28642
FDNY_0 ,_1 and_1	97	79	1979	2009	1112601565014	0.239506
battalion_0 of_1 the_1	71463	32821	1726	2009	1112396839775	0.463844
Battalion_0 of_1 the_1	52430	19880	1693	2009	1112396969255	0.340306
battalion_0 ,_1 and_1	30174	20037	1764	2009	1112397336937	0.19585
1_0 1_1 1_1	8725206	703289	1582	2009	1112396530087	0.479197
1_0 )_1 ._1	5187448	866145	1500	2009	1112396530666	0.2849
1_0 )_1 ,_1	4295302	722847	1545	2009	1112396531019	0.235902
Jan._0 1_1 ,_1	419576	83703	1600	2009	1112396566213	0.567552
Jan._0 15_1 ,_1	162520	50720	1600	2009	1112396648231	0.219838
Jan._0 3_1 ,_1	157177	44902	1600	2009	1112396653060	0.21261
16_0 )_1 ._1	899875	362455	1584	2009	1112396543171	0.442828
16_0 ,_1 17_1	729901	368631	1584	2009	1112396547561	0.359184
16_0 )_1 ,_1	402333	201167	1584	2009	1112396568282	0.197988
FAA_0 )_1 ,_1	7931	5837	1906	2009	1112399806366	0.552644
FAA_0 and_1 the_1	3271	1830	1944	2009	1112404445793	0.227928
FAA_0 )_1 ._1	3149	2368	1947	2009	1112404744971	0.219427
CIA_0 and_1 the_1	35342	16901	1916	2009	1112397208880	0.413889
CIA_0 ,_1 and_1	25297	16250	1928	2009	1112397506152	0.296252
CIA_0 )_1 ,_1	24751	20035	1893	2009	1112397529124	0.289858
joined_0 in_1 the_1	487662	345010	1584	2009	1112396559725	0.483691
joined_0 to_1 the_1	268949	171650	1500	2009	1112396593834	0.266759
joined_0 by_1 the_1	251598	177331	1563	2009	1112396599384	0.249549
9:40_0 )_1 ._1	656	593	1903	2009	1112432993379	0.419437
9:40_0 a.m._1 ,_1	530	508	1884	2009	1112440954921	0.338875
9:40_0 p.m._1 ,_1	378	366	1882	2009	1112457137690	0.241688
1163_0 ,_1 1164_1	2198	1406	1826	2009	1112408170639	0.412615
1163_0 )_1 ._1	1762	1548	1798	2009	1112410919096	0.330768
1163_0 )_1 ,_1	1367	1126	1826	2009	1112414849572	0.256617
FBI_0 and_1 the_1	30459	18822	1938	2009	1112397328583	0.392806
FBI_0 ,_1 and_1	25255	17952	1818	2009	1112397507931	0.325694
FBI_0 ,_1 the_1	21828	15820	1927	2009	1112397672931	0.281499
reports_0 of_1 the_1	702741	402013	1500	2009	1112396548450	0.530031
reports_0 ,_1 and_1	312222	212692	1584	2009	1112396582849	0.235488
reports_0 on_1 the_1	310886	221048	1590	2009	1112396583125	0.234481
investigation_0 of_1 the_1	1067714	541959	1590	2009	1112396540449	0.731629
investigation_0 into_1 the_1	204844	154725	1586	2009	1112396619626	0.140365
investigation_0 ,_1 and_1	186807	147719	1705	2009	1112396630086	0.128006
interviews_0 with_1 the_1	140571	106114	1582	2009	1112396670841	0.441985
interviews_0 ,_1 and_1	122024	92503	1746	2009	1112396696399	0.383669
interviews_0 were_1 conducted_1	55450	36540	1834	2009	1112396942679	0.174346
Fadl_0 al_1 -_1	978	414	1896	2009	1112421650722	0.504124
Fadl_0 Allah_1 ,_1	491	250	1889	2009	1112444203160	0.253093
Fadl_0 ,_1 Khaled_1	471	335	1993	2009	1112446065774	0.242784
Nov._0 1_1 ,_1	195840	58421	1600	2009	1112396624468	0.377214
Nov._0 15_1 ,_1	167409	51846	1637	2009	1112396644044	0.322452
Nov._0 30_1 ,_1	155926	48348	1600	2009	1112396654296	0.300334
2003_0 )_1 ._1	2203543	130302	1742	2009	1112396533427	0.761356
2003_0 )_1 ,_1	534990	104128	1859	2009	1112396556377	0.184847
2003_0 )_1 :_1	155701	35403	1799	2009	1112396654505	0.053797
Clarke_0 ,_1 and_1	41755	30795	1607	2009	1112397095454	0.418462
Clarke_0 ,_1 "_1	32922	20762	1637	2009	1112397263787	0.329939
Clarke_0 ,_1 who_1	25105	20242	1637	2009	1112397514163	0.251598
ability_0 of_1 the_1	1228530	583161	1500	2009	1112396538577	0.617721
ability_0 to_1 make_1	415377	302039	1500	2009	1112396566705	0.208857
ability_0 ,_1 and_1	344902	245398	1607	2009	1112396576667	0.173421
decisions_0 of_1 the_1	597111	253727	1607	2009	1112396552806	0.526861
decisions_0 ,_1 and_1	292852	204713	1648	2009	1112396587271	0.258398
decisions_0 are_1 made_1	243373	146802	1766	2009	1112396602389	0.21474
Richard_0 ,_1 and_1	134460	83235	1500	2009	1112396678500	0.378029
Richard_0 II_1 ._1	116416	36270	1586	2009	1112396705913	0.327299
Richard_0 III_1 ._1	104811	38224	1597	2009	1112396728714	0.294672
Feb._0 1_1 ,_1	178535	56149	1572	2009	1112396635610	0.351244
Feb._0 28_1 ,_1	167915	51091	1572	2009	1112396643656	0.330351
Feb._0 15_1 ,_1	161843	51488	1637	2009	1112396648867	0.318405
played_0 an_1 important_1	550489	332800	1500	2009	1112396555394	0.368783
played_0 in_1 the_1	478397	330545	1589	2009	1112396560494	0.320487
played_0 by_1 the_1	463832	297319	1572	2009	1112396561779	0.31073
secondary_0 to_1 the_1	190177	119316	1785	2009	1112396627879	0.410634
secondary_0 schools_1 ._1	141712	63270	1828	2009	1112396669442	0.305988
secondary_0 schools_1 ,_1	131241	63599	1807	2009	1112396682787	0.283378
James_0 ,_1 and_1	306085	178134	1563	2009	1112396584129	0.462983
James_0 ,_1 "_1	190205	94537	1637	2009	1112396627860	0.287703
James_0 II_1 ._1	164825	53962	1637	2009	1112396646213	0.249314
Steinberg_0 ,_1 L._1	13365	4702	1919	2009	1112398448027	0.427079
Steinberg_0 ,_1 "_1	10814	6867	1846	2009	1112398917392	0.345561
Steinberg_0 ,_1 and_1	7115	5100	1834	2009	1112400187394	0.22736
Dec._0 31_1 ,_1	275230	63521	1600	2009	1112396592000	0.428773
Dec._0 1_1 ,_1	210611	56109	1600	2009	1112396616599	0.328105
Dec._0 15_1 ,_1	156060	49915	1600	2009	1112396654159	0.243122
letter_0 to_1 the_1	1533585	634563	1563	2009	1112396536228	0.499773
letter_0 of_1 the_1	964842	414370	1545	2009	1112396541982	0.314428
letter_0 from_1 the_1	570138	337696	1586	2009	1112396554308	0.1858
ridge_0 of_1 the_1	130357	83474	1703	2009	1112396684002	0.459079
ridge_0 ,_1 and_1	86870	58689	1751	2009	1112396777491	0.305931
Ridge_0 National_1 Laboratory_1	66726	20996	1933	2009	1112396865034	0.23499
Collins_0 ,_1 and_1	49521	35210	1607	2009	1112396998133	0.391038
Collins_0 ,_1 "_1	46704	27201	1805	2009	1112397029518	0.368793
Collins_0 ,_1 Colorado_1	30415	16788	1870	2009	1112397329839	0.240169
Levin_0 ,_1 "_1	20955	12785	1743	2009	1112397723969	0.413828
Levin_0 ,_1 and_1	14868	9046	1793	2009	1112398246961	0.293619
Levin_0 ,_1 H._1	14814	7779	1874	2009	1112398253511	0.292553
Apr._0 1_1 ,_1	85595	21769	1600	2009	1112396781781	0.367134
Apr._0 30_1 ,_1	73897	19397	1600	2009	1112396828123	0.316959
Apr._0 15_1 ,_1	73652	19667	1600	2009	1112396829277	0.315908
11_0 )_1 ._1	995509	389090	1559	2009	1112396541471	0.447207
11_0 ,_1 12_1	719907	362395	1584	2009	1112396547869	0.3234
