"Отличный комп за свои деньги,желаемые игры тянет на средне-высоких.",Цена,"Нету,апути",4
"Хороша збірка, нарікань немає, все літає, фпс стабільно високий. При замовленні цікавився типом(виробником) відеокарти, сказали буде від MSI отримав з ASUS(Phoenix) Планка оперативки 1ш х 16, думаю 2х8 було б краще. Незаповнений гарантійний талон.","Вартість/продуктивність, хороший дизайн та якість зборки","Порожній гарантійний талон, неповна/недостовірна інформація по комплектуючим.",4
"Купив, все підключив, щоб самому установити Windows. Клавіатура світиться(працює). Материнська плата загружається і вилізає ""MBR Error 1 Press any key to boot from floppy"" Нажимаю на бадь яку клавішу і з'являється ще одна така помилка тільки ""MBR Error 2"". Тільки коли жму f12 то нічого не стається. Що мені можна самому зробити, щоб виправити це?",,,4
"Благодарю за пк:) Всем остался очень доволен. И приятен факт того, что все аккуратно собрано и не нахлябисто. Жаль только подсветку нельзя регулировать. Это один лишь маленький минус этой заборки, а так вообщем пушка",Цена Производительность Качество сборки,Нельзя регулировать подсветку,5
"Комп просто пушка - ракета) Пришло быстро, минуны которые я нашёл: отклеивание пломбы и с вверху сеточка от пыли немного погнута. Не шумный. Компьютер мощный, для работ в программах как Фотошоп, Синема 4д, Блендер это вообще пушечка) Конечно есть и свои нюансы если вкапываться губже (допустим октан на амд не работает и т.д). Для игр так же компьютер хороший, вот с игр я только по фану скачал Майнкрафт, доходило дело и до 2к фпс на максималках, всё таки Майнкрафт это игра не очень требовательная, основная нагрузка идёт на проц. Вообщем очень довольный покупкой, я считаю это единственный достойный пк за свои деньги. Спасибо большое)","Нету шумов, мощный.","Пломба отклеелась, немного погнута защита от пыли (сетка)",4
"Подскажите, от куда можно скачать драйвера для этого компьютера? Сидюки уже никто не использует.",Цена-Качество,Драйвера на диске.,5
"Подскажите, как можно отключить подсветку на корпусных куллерах",цена,подсветка,5
Комп просто бомба,Все круто,Нету,5
Все як в описі .Супер мені підходить живчик,Все як в описі,,5
"Не змогла оцінити якість товару. Прийшов неробочий. Не давав сигналу на монітор. Повернула на наступний день після отримання. Вже 3й день лежить на складі розетки. Досі ніхто навіть не глянув що з ним, зате кажуть що мабуть потрібен буде ремонт пт гарантії. А це явно брак і я ним не користувалася взагалі. Буду відписуватися про те як буде все далі відбуватися",ніяких,не працює,1
"Крутой комп, для своих денег",Цена,Не нашол,5
Можно ли будет поставить 1050ti?,,,5
"Покупали домой, подбирали моноблок, чтобы не занимал много места. Остановились на этой модификации, т.к. в ней 256 ГБ SSD и 8 ГБ ОЗУ. От Endless OS избавились в первый же день - слишком сырая она еще и неудобная... Windows 10 установилась минут за 8 и работает без проблем. Из минусов: периодически шумит, хотелось бы более тихой работы. В комплекте идут проводные мышь и клавиатура - тут Acer однозначно пожадничал. Динамики тоже хотелось бы помощнее / погромче. Из плюсов: в интерьер вписался хорошо, места занимает мало. Для повседневных задач хватает мощности, работает шустро. Веб-камера подключается в USB порт и крепится сверху на магните. Экран IPS.","Симпатично выглядит, компактный","Немного шумный, проводная мышь и клавиатура",4
"Сборка хорошая и довольно надежный бренд, из положительных сторон радует 8гб памяти и установленная SSD. Процессор на среднем уровне.",8гб оперативки SSD,Зачем устанавливать на комп Linux? Больно пользоваться и трудно избавиться от него,4
Тооп,,,5
"Мой предыдущий комп был настолько слабым, что в какой то момент подвисал и еле работал при запуске хрома и еще 2-3 программ, поэтому отзыв чисто на основе сравнения. И я хочу сказать что за 4 месяца работы все отлично, работает восхитительно, запускается за пару секунд винда на ссд стоит), выполняет большой объем работы одновременно. Если судить по играм, то, к примеру ведьмак на ""средне-высоких"" настройках идет отлично и шустро, если на ультрах то есть небольшие подвисания, но тут как бы вопросов нет, для ультров есть пекарни подороже. Игры помладше летают на максималках, если вы играете в дотан, майнкрафт, танки и т.п. то вам его будет более чем достаточно для максимальных настроек. С повседневными задачами справляется очень быстро и без нареканий, всякий софт адоба, видео аудио редакторы летают, видосы в 4к тянет. в общем для своих денег это просто отличное железо. Дизайн тоже классный, подсветка огонь, жаль ее нельзя регулировать, но говорят в с/ц можно поменять на регулируемую. Сам блок компактный, небольшой, единственное, что мне хотелось бы больше юсб разъемов на задней панели, но это уже субъективное, т.к. не привык еще к передней панели, но в общем разъемов хватает. В общем если вы хотите играть в современные игрухи, но не особо принципиально чтобы самые последние игры шли только на ультрах, а вам будет ок и на средне высоких, или нужна пекарня для монтажа и редактирования большого кол-ва видео или для дизайнерских программ, нужен шустрый и тихий комп, то берите. По цене/качеству это топ.",Цена/качество. Скорость работы.,Пока не обнаружил,5
Советую взять этот компьютер хороший большинство игр тянет на 60 фпс на ультрах,"Мощный пк,не громкий.Цена",Не выключается подсветка.,5
,Быстрый,Шумноват,5
"Спасибо огромное компании Artline! в сб. купил этого монстрика, но при подключении был выявлен дефект шнура питания, он не надежно фиксировался и искрил. Обратился на гарячую линию и мне сразу предложили его замену. Сегодня вторник, только что получил новый шнур по Новой Почте. Быстро, качественно и приятно. Покупкой доволен, компик очень шустрый, но подсветку иногда все же хочется и отключить )","Стильно выглядит, быстро работает",Нет возможности отключать подсветку по желанию,5
Идеально для начинающих геймеров,Топ за свои деньги,Думал обманули что vram 4 гб. Но все таки это я ошибся.,5
"Щойно забрав даний ПК з пошти, і я так розумію, що повинен здавати його назад або жити з болтом який хтось забув прикрутити при збірці.... Звичайно ж його не було чути при пакуванні, удар болта об скло або металеві детілі зовсім не безшумний... Витягнути його я можу і самостійно, але тоді даведеться зривати гарантійні пломби і втрачати гарантію на 36 місяців... Розета, Артлайн, що мені робити в даній ситуації? Болт судячи з всього, такий самий як і до жорсткого диску..",,,2
За эти деньги - идеальный вариант для офиса. Рекомендую!,"Цена, характеристики",Не нашел,5
"Работаю ежедневно более трех месяцев. Широкий круг задач - офисные задачи, просмотр роликов, фильмов, постоянно открыто около 20 вкладок. В игры не играю. В самом начале поставил дополнительно жесткий диск на 1 Тб. Все работает без вопросов.","Тихий, компактный, подходящие характеристики.",не выявлено,4
Какую лучше установить Винду на него ?,Цена,Нет винды,5
"Заказ получили весь комплект ! Все рабочее изъянов видимых нет , так ещё не разбирались особо . Не пользуемся пока по своим причинам . Спасибо розетке! Гарантийки на все что заказали есть и чек есть , звонила вам сначала не нашла , они были в упаковке новой почты вместе с мышкой. Извиняюсь не внемательная (",,,5
"Не поклали гарантійний талон,що робити?",+,-,5
"Здравствуйте. Возник небольшой вопрос. Купил данный компьютер, и windows 10, установили windows в магазине по адресу г. Киев, ул. Киото 25. Но при установке компьютера дома, обнаружил, что жесткий диск объемом на 145 ГБ, и других дисковых накопителей не присутствует. Подскажите пожалуйста, как найти остальные 855 ГБ ? Заранее благодарен.","Компактный, достаточно шустрый за свою ценовую политику.",Пока не обнаружил,4
Просто не реагирует на монитор,,,1
"Купила для мамы - пенсионерки для просмотра фильмов, вайбера, соцсетей, интернета. Очень хорошо работает. Мама довольна и я.","Маленький, легкий, компактный.","Пока новый, не обнаружено.",5
Добрый день. Подскажите CD-ROM в него влезет?,,,5
"Покупал дядьке для серфинга и просмотра видео, он вроде доволен.",,,5
"Замечательный быстрый компьютер,только жесткий диск бы побольше,поставил 10 ,все летает.",,,5
"Норм комп для просмотра интернета и слабых игр, видео даёт 256 мб.",Норм за такую цену,Драйвера на диске,5
Працює стабільно,,,4
"Заказали данный компьютер пожилому человеку в подарок. Для просмотра фильмов. Так как много покупок делаю в Розетке, не проверила посылку в отделении. Дома при вскрытии коробки обнаружили, что на задней крышке сорваны пломбы. Понимаю конечно, что нужно было осмотреть в отделении. Но со стороны продавца это очень не красиво, отправить товар с сорванными пломбами. Решили оставить как есть, после установки программ и включения все работало хорошо. Но на следующий день, когда бабушка включила компьютер, не воспроизводится звук. Теперь звук периодически то появляется, то пропадает. Не ожидала такого от Розетки. Стыдно перед бабушкой, т.к. это был подарок на день рождения. Человек сидит дома в связи с карантином и не может пользоваться подарком. Отвратительно!",Не увидела,Не работает,1
"Я в восторге. До этого не работала на столь навороченном компьютере; ощущение, как будто пересела из Москвича на Ауди 200.","Мощный, тихий, шустрый",Нет,5
"Неделю работает по 12-15 часов в сутки. Пока без нареканий. Синяя подсветка на любителя, жалко нельзя отключить.",,,5
"Получила сегодня. Уже установила ОС. Windows установилась отлично, без каких-либо ошибок и крашей. Система запускается очень быстро. Так как у меня монитор старенький, пришлось покупать переходник. Купила у себя в городе самый дешёвый, 120 грн, работает отлично. На самом экране проглядываются маленькие полосочки, но это из-за монитора, ибо проверяла на мониторе соседа и там всё отлично. В любом случае я к ним уже успела привыкнуть и даже не замечаю. По поводу игр. Успела скачать только Apex Legends. На средних настройках (4 Гб текстуры, 110 поле зрения, анизотропная фильтрация, остальное все выключено, ибо оно не надо вообще, даже если комп за 200к). ФПС на новой карте 3 сезона - 144. В битвах с двумя отрядами падает до 130. В Капитолии 135. В центре 140. На лаве 135-138. Может ФПС и больше, но игра ограничивает их в 144. Можно, конечно, прописать код в свойствах игры, но я ленивая, да мне и столько хватает (если сравнивать с 30 ФПС на ноуте). Когда буду тестировать в других играх, отпишусь под этой записью. Всех с наступающими праздниками","Всё. Производительность, внешний вид, цена, скорость, ФПС в играх.","Чуть шумит, но шум не действует на нервы. Да, к тому же, причина ещё и в том, что ноут у меня был тихий и я отвыкла от звука компьютеров. А остальные минусы связаны только с моим монитором.",5
"Приїхав цілий, бистріше ніж очікувалось, ні царапини, що аж дивно для нової пошти) ще не тестувався, але одразу питання, копус опломбований, в комплеткі диски з драйверами, теоретично якщо я схочу підключити свій двдром, знімлю пломбу, автоматом гарантія спадає? Або якщо його чистити від пилу, аналогічна ситуація?",,,5
"Пользуюсь месяц, нареканий нет, все работает стабильно. Покупкой довольный.",,Отсутствуют,5
"Данные о процессоре в скобках о его частоте (2.9-4.1МГц) значат что его можно разогнать, и ожидать стабильной работы в данной конфигурации? Если кто разгонял, отпишитесь. И как я понимаю, возможность установки дисковода в данный компьютер не предусмотрена?","Тихий, быстрый, всё игры тянет","Отсутствие самого, и возможности последующей установки дисковода",5
"Сейчас снова наступило время, благодаря Артлайну, когда можно и нужно покупать ПК в сборе. Я брал в офис 4 таких бойца. Итог: у 1 стоял не тот ССД (не 240, а 120), позвонили на Розетку те скоординировали с Производителем. Артлайн сам приехал забрал и через день сам же и привез. Всем кто думает собирать или купить готовый. Сейчас выбор очевиден - только готовый. 1) готовый дешевле 2) гарантия на весь ПК и на сборку 3) никаких заморочек нет ни с диагностикой, ни с поиском и отвозом в сервис. Конкретно с продукцией Артлайна знакомы много лет и ни одного нарекания за больше чем 3 года не было.","цена, фарш, качество от Артлайна гарантировано",нет,5
CS:GO 120-150FPS (Max settings) За свои деньги топ,Цена/Качество/Artline - как всегда на высоте,Пока нет,5
"Собственно приехал он ко мне вчера, винда стала как родная, работает быстро, но не положили переходник обидно, очень быстро работает летает я бы сказал. Теперь по тестам в играх, Battlefield 4 Ultra settings 1080р 90-115 кадров titanfall 2 1080p 60+ кадров counter strike global offensive 300+","Отличный ПК за такую цену, норм вертушка на цп( не боксовый )",Не положили переходник ((,5
"Работает отлично, никаких жалоб на пк нету всё очень нравится",Всё,Неиу,5
"Нарешті отримав це чудо. Сильний та тихий (відносно), 1050 приємно здивувала продуктивністю, були проблеми з встановленню вінди але після оновлення біоса все запрацювало.",Стильний та продуктивний.,Прийшов не в тому корпусі який на фото. Іноді є якісь маленький тріск під час гри.,5
"Работает уже несколько дней, всё хорошо. За свои деньги так вообще отличная сборка, если не хочется париться с подбором комплектующих.",Хороший компьютер за свои деньги,Не заметил,5
Задоволені покупкою,,Поки не виявили,5
"Пришел на следующий день за это однозначно +, своих денег тоже стоит, 4 потому что немного торохтят вентиляторы. Игры по типу GTA V, Fortnite, War Thunder тянет на средне-высоких 60+fps","Стоит своих денег, пришел на следующий день, можно в дальнейшем улучшать",Не сильно но все же торохтят вентиляторы,4
После 3 месецов использования начил очень жостко глючить я могу максимум включить ево а зайти куда-то не могу мне ево в сервис одовать ?,Мочный,Брак,1
"Виправданий своєю універсальністю варіант. Адобівські чи офісні програми, відео - добре. Ясно, цей ПК не для гри, але місце під карту, придатну для ігор, є (головне, пам'ятати про норми навантаження: блок живлення 180W, та Nvidia 1030-1050 | Редіон RX550 стають). Тут пишуть про лаги. А почекати, щоб 10-ка встановила всі драйвери та оновлення - не варіант? У моєму випадку через 25 хвилин після завершення встановлення системи я відчуваю повний комфорт із оцим Acer-ом.",Ідеальний баланс потужності та вартості. Сучасні технології для різних задач і мультимедіа тут є.,Систему охолодження процесора та HDD трохи чутно (у попередньому ПК із Celeron 3060 та SSD панувала тиша).,5
Хорошая пушка для игр !,Цена,Нет !,5
"Добрый день, здесь имеется дисковод? Вижу есть кнопка такая маленькая справа, это он?",,,5
"Не баче монітор, шо робить монітор: https://m.rozetka.com.ua/offer/123242339/?gclid=EAIaIQobChMIvumItc3u5wIVypAYCh27DwfhEAQYASABEgIOFPD_BwE",,,3
Супер машинка,,,5
Работает отлично спасибо,,Недостатков нет,5
Забыл поставить звезды,,,5
Товар хороший подскажите плиз какая в нем мамка стоит а что то не совсем понятно с материнской платой.,,,5
,Можно накидать дополнительніе агрегаті на дракона . Дракон а не машина!!!,нету,5
"Хороший красивый ПК,ток через чур он сильно светится.",Игровой современний ПК.,Пока нету.( Кроме того что на видеокарте вход не vga а dvi но ето проблеми уже моего монитора),5
"Отлично работает! В кс за 300 фпс на максималках, гта 5 на ультрах идёт идеально. Просто отлично работает за эту цену",,,5
"Замовляв в п'ятницю вдень 23.11.2018, приїхав вже у вівторок. Вінда стала без проблем, драйвери оновились теж абсолютно спокійно. Приїхав с перехідником для монітору. Покупкою задоволений, ігри літають (DOOM 2016 на ультра, Wolfenstein 2 на ультра, Far Cry 5 на ультра, Mass Effect Andromeda теж на ультра), більше встановити поки не встиг, бо по буднях всього пара годин вільних. Різноманітний софт, специфічний і не дуже, працює стабільно і швидко. Список компонентів на фото. Після ноуту трохи шумний, але в межах адекватного.",Вказано вище,Поки нема.,5
"Покупал данный пк в последних числах февраля. Доставка новой почтой быстрая и надёжная. Все работает замечательно. Гта5, ведьмак 3 играю на высоких настройках без задержек и лагов. В комплекте установочные диски, документы и силовой кабель питания. Пк доволен, спасибо!","Цена, качество",Нет,5
"Приобрёл данный аппарат и получил во вторник, пока что всем доволен, пломбы целы, без повреждений, подсветка красивая, по мощности замечаний нет, для тех игр в которые я играю его в избытке (Гта5 тянет на максималках в фул хд не напрягаясь)","За свои деньги это топ, 6 ядер и видюха на 8 гб, дешевле не найдёте на современной платформе","Хотелось бы чтоб оперативка была двумя плашками а не одной ну частота чтоб по выше была, а то 2400 это такое себе",5
"Все очень круто, хотелось бы еще и SSD но все ровно пушка! Пользуюсь уже довольно давно лагов нет храню всякий мусор (картинками,видео и т.д) лагов нет! ПО ФПС: CS:GO - 300 на ультрах Fortnite - 180 на високо-ультра","Не шумит, ничего не понадобились чисто накотил винду драйвера ивсе!",Нету),5
"Компьютер огонь)) Брал недавно,вот решил отзыв оставить. Быстрый, всё летает на нём)",,"О чем вы,их нет.",5
"Монитор 23.8"" BenQ GW2480 (9H.LGDLA.TBE/CBU/CBE) Детальніше: https://hard.rozetka.com.ua/benq_9h_lgdla_tbe/p20352626/  Підійде цей монітор?",,,5
"Кто покупал отпишитесь. Такой прикол: нажимаю завершение работы, комп выкл подсветка мыши горит, usb на мат плате продолжают заряжать устройства подключеные через хаб и все типа комп выкл. Нажимаешь на клаве enter (др не пробовал) вкл запускается. При вкл компе зажимаю клавишу включения и он действительно выключается мышка не горит и usb не заряжают. Кто сталкивался?",,,5
,"Брал в основном ради работы и игр. Потребности в ССД не ощутил - хард отличный. Почти не греется, работает без перебоев. Всё, что вышло в 18 году идёт или же на максимальных или на ультра. Единственное, что - буду доставлять 8 дополнительных Гб оперативы, на всякий случай","Нет, очень порадовала отзывчивая команда.",5
"Хороший системник, не гріється, трохи шумить",,,5
Хороший пк,Топ за свої гроші,Поки нема,5
"Компьютер супер. Работает отлично, игры летают. Покупкой доволен","Цена, качество сборки, игры на максималках, не шумит, не греется при нагрузках",Не обнаружил,5
"Да видеокарту бы лучше 1660 time 6gb, и было бы все супер",,,4
"Купил сеё чудо в черную пятницу. До этого комп у меня был, прямо таки динозавр. Приехав домой, проверил целостность и визуально его осмотрел. Никаких царапин, или чего то такого не обнаружил. Все куллера работали. Дальше установил виндоус ( с установкой проблем не возникло, в интернете можно найти кучу уроков как установить винду ) Дальше интереснее, комп работает нормально, но мне повезло я сразу всунул экран кабеля в видео карту, если поставить на вход материнки, то экраны не работают. Так что если у вас вход не DVI-D , то советую купить переходник, или подобрать экран именно с DVI-D. Так как у меня 2 монитора, пришлось купить переходник с VDA на HDMI. Но это скорее всего или проблема в моем компе, или руки не из того места растут, что бы настроить через материнку. Есть немного затуп с тем, что дают в комплекте 2 диска ( очень важные как оказалось ), но дисковода у нас нет. Так что обзаведитесь на време дисководом ( ноут с дисководом пойдет ) и все что на дисках перекинте на флешки. На дисках устанавливать все, так как там мелкие драйвера которые вам облегчат где то 4 часа возни с компом. Там и драйвера на интернет, звук, мелких програм. Вин рар, и даже гугл хром. Ну и драйвера на видеокарту. Когда все установили, я заметил что не крутиться вентиляторы на видео карте, и не на шутку испугался. И все установил, и проверял, даже заходил в игры ( не на долго, минут на 3 ). Все равно стояли. Поискав в гугле, наткнулся на ответ. Видеокарта ( а точнее её куллера ) работать начинают только от нагрузки. Так что если просто сидеть в браузере, куллера работать не будут. после установки, советую скачать какую то из программу на проверку характеристик, и убедиться что все в порядке. Пока что разбираюсь ещё с ним, и устанавливаю игры по тяжелее. Пока что проверил только WOT. на ультрах 150 фпс. Я аж обалд))",Офигенный комп.,"первый день, пока не заметил. Хотя подсветка немножко подбешивает. Может привыкну.",5
